"taxon","KCl (500mM)","KCl (1000mM)","KCl (1500mM)","NaCl (250mM)","NaCl (500mM)","NaCl (1000mM)","4°C","16°C","30°C","40°C","Ethanol (5% v/v)","Ethanol 7% v/v","Ethanol 9% v/v","Ethanol 10% v/v","Ethanol 11% v/v","Ethanol 12% v/v","Sulfite (1,5mM)","Sulfite (2,25mM)","Sulfite (3,0mM)","Glucose (46%)","Sorbitol (46%)","Glucose (48%)","Sorbitol (48%)","Glucose (50%)","Sorbitol (50%)","Copper (0.075mM)","Cadmium (0.3mM)","Cadmium (0.4mM)","Cadmium (0.5mM)","Actidione (0,2 mg/L)","Actidione (0,4 mg/L)","Actidione (0,5 mg/L)","Acetic acid (50mM)","Acetic acid (75mM)","Acetic acid (100mM)","Levulinic acid (25mM)","Levulinic acid (50mM)","Levulinic acid (75mM)","Formic acid (25mM)","Formic acid (50mM)","Formic acid (75mM)","Glycerol (20°C)","Melibiose (20°C)","Sorbitol (20°C)","Ethanol (20°C)","Galactose (20°C)","Fructose (20°C)","Sucrose (20°C)","Maltose (20°C)","Maltose (liquid)","Maltotriose (liquid)","Glucose (10°C)","Ethanol (10°C)","Fructose (10°C)","Sucrose (10°C)","Maltose (10°C)","Glucose (39°C)","Ethanol (39°C)","Fructose (39°C)","Sucrose (39°C)","Maltose (39°C)","Lysine","Ethyl propionate","Ethyl butyrate","Ethyl hexanoate","Ethyl octanoate","Ethyl decanoate","Propyl acetate","Isobutyl acetate","Ethyl acetate","Isoamyl acetate","Phenyl ethyl acetate","Phenyl ethanol","Butanol","Isoamyl alcohol","Isobutanol","POF","Acetaldehyde","Flocculation","Ethanol production (%v/v)","Sporulation efficiency","Spore viability"
"BE029",0.941,0.977,0.943,-0.423,-0.62,-0.363,-0.466,1.45,1.592,0.47,0.057,0.315,0.497,0.27,-0.414,-0.792,0.935,0.105,-0.441,-0.345,0.073,-0.61,-0.558,-0.443,-0.451,1.679,-0.476,-0.646,-0.78,3.622,3.418,2.334,0.852,1.408,1.871,1.04,1.77,1.778,0.451,0.8,1.85,-0.324,-0.618,-0.202,-0.041,0.132,0.047,0.322,0.15,0.143,0.521,0.496,1.123,0.699,0.594,1.88,1.204,1.625,0.902,0.944,1.498,0.191,-1.319,0.158,0.842,-0.281,2.3,-0.929,-0.564,-0.682,-0.627,-0.586,-0.766,-0.531,-0.758,-0.289,1.078,0.054,-0.584,0.896,1.018,-0.162
"BE030",1.827,1.367,0.86,-0.607,-0.62,-0.363,-0.466,2.019,2.509,0.369,-1.035,-0.276,-0.806,-0.943,-0.91,-0.792,-0.726,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,0.228,1.091,2.227,2.448,-0.645,-0.382,-0.341,-0.515,0.316,-0.875,0.34,0.428,-0.766,0.954,1.091,-0.632,0.021,0.029,0.068,-0.251,0.558,-0.533,-0.03,0.19,0.54,0.548,-0.416,0.386,-0.428,-0.529,0.907,1.777,-0.539,0.902,0.944,1.089,0.191,2.054,-1.293,-0.798,-0.488,-0.343,0.666,0.311,1.463,0.406,0.33,0.364,0.372,0.426,-0.002,-0.922,-0.351,-0.584,0.321,-1.223,-0.819
"BE031",1.827,2.862,-0.838,-0.436,-0.62,-0.363,-0.466,1.895,3.035,-1.022,0.59,0.079,-0.874,-0.943,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,0.689,1.336,1.551,-0.645,-0.382,-0.341,0.684,0.606,-0.875,-0.417,-0.11,-0.778,1.089,1.136,-0.632,0.804,1.885,-0.335,2.665,0.954,1.454,0.451,0.47,0.062,0.63,-0.102,-1.007,1.12,0.645,1.547,-1.307,-0.539,-0.071,0.002,-1.105,0.191,0.217,-1.293,-0.947,-0.504,0.126,0.378,-0.635,0.111,0.042,0.472,-0.157,-1.954,-0.905,-0.79,-0.922,-0.598,-0.584,-0.195,-1.223,-0.819
"BE032",-0.362,0.063,0.869,3.835,2.971,6.805,-0.466,0.012,-0.261,-0.835,0.866,1.107,1.148,1.231,1.211,1.112,0.439,-0.476,-0.441,-0.297,-0.082,-0.61,-0.558,-0.443,-0.451,-0.018,0.167,-0.943,-0.72,-0.645,-0.382,-0.341,1.101,1.295,1.535,1.357,1.492,2.135,0.531,0.726,0.498,0.56,0.44,0.388,-0.976,-0.515,-1.03,-0.83,-0.82,-2.645,1.017,1.665,-0.325,1.052,0.534,-0.026,0.773,0.523,0.227,0.134,0.509,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.078,NaN,NaN,1.343,1.36,1.643
"BE033",0.009,0.374,0.829,-0.113,-0.019,0.147,-0.466,0.221,-0.105,1.127,1.633,1.711,1.14,1.137,0.994,0.727,1.712,2.096,2.437,0.183,0.151,-0.162,0.176,-0.341,0.03,1.569,0.287,-0.101,-0.421,0.806,0.012,0.207,0.283,0.776,1.077,0.313,0.534,1.163,0.676,0.844,0.069,0.651,0.166,0.307,-0.092,0.442,-0.186,-0.378,-0.26,0.859,-1.478,0.635,1.473,0.361,0.616,1.092,1.168,0.12,0.227,0.426,0.376,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.922,NaN,NaN,1.542,1.205,1.807
"BE034",1.827,2.15,-0.768,1.166,0.151,-0.363,-0.466,0.466,0.807,-1.022,1.479,2.199,2.171,3.712,0.39,-0.285,0.311,0.696,-0.264,-0.393,-0.159,-0.354,-0.558,-0.138,-0.451,0.31,0.93,-0.2,-0.6,-0.645,-0.382,-0.341,0.582,1.126,1.112,1.357,2.119,3.61,0.523,0.805,1.595,0.145,-0.011,-0.595,0.552,-1.17,0.337,-0.12,0.01,-0.852,0.552,-0.281,0.564,-0.133,-1.381,1.346,-1.307,-0.539,-1.049,-1.154,-0.584,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.078,NaN,NaN,0.855,0.707,1.368
"BE035",1.645,-1.59,-1.51,-0.208,-0.62,-0.363,-0.466,2.487,0.643,-1.022,0.834,-0.102,-1.081,-0.943,-0.91,-0.792,-0.684,-0.588,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,0.006,1.583,1.193,-0.645,-0.382,-0.341,0.324,-1.237,-0.875,-0.286,-0.25,-0.645,0.443,-1.15,-0.632,-1.649,-1.517,-1.471,-1.954,-3.114,-1.001,-2.444,-1.63,0.167,-0.782,-0.403,-1.007,-1.469,-1.752,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.922,NaN,NaN,-2.202,-1.223,-0.819
"BE036",1.31,0.954,-1.122,-0.626,-0.62,-0.363,-0.466,1.291,2.031,-1.022,1.473,2.805,1.016,0.572,-0.631,-0.647,0.33,0.061,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-0.918,-0.943,-0.6,-0.645,-0.382,-0.341,0.038,-0.598,-0.875,0.578,0.977,-0.364,0.403,-0.444,-0.632,-0.139,-0.611,0.1,0.337,0.454,0.031,0.849,0.59,0.743,0.575,-0.316,-0.31,0.079,-0.082,1.819,-1.307,-0.539,-0.106,-1.537,-1.105,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.922,NaN,NaN,-1.228,-1.037,-0.819
"BE037",0.962,0.765,-0.915,-0.487,-0.62,-0.363,-0.466,2.172,2.468,-1.022,0.517,-0.401,-0.814,-0.583,-0.91,-0.792,0.342,0.592,-0.105,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.641,-1.091,-0.78,-0.645,-0.382,-0.341,0.397,0.557,-0.875,0.916,0.788,-0.836,-0.197,-0.241,0.043,-1.14,-1.517,-0.715,1.274,0.383,-0.702,2.282,-0.42,-0.958,-0.633,-0.677,-1.007,-1.469,-0.059,-1.068,-0.38,-0.539,-0.11,-0.036,-1.105,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.922,NaN,NaN,-0.594,-0.694,-0.655
"BE038",0.046,0.446,0.423,-0.761,-0.62,-0.363,-0.466,-0.126,-0.721,1.528,0.181,-0.087,-0.264,-0.23,0.287,0.409,0.059,-0.37,-0.441,-0.776,-0.779,-0.61,-0.558,-0.443,-0.451,0.31,0.207,0.395,0.834,1.273,0.017,-0.024,0.608,1.342,1.494,-0.027,0.119,1.668,0.427,0.912,2.243,-0.342,-0.038,-0.355,-0.515,0.691,-0.603,-0.606,-0.22,-0.066,0.834,-0.377,-0.464,-0.359,-0.327,0.525,0.654,-0.065,0.902,0.944,1.498,0.191,-0.882,0.063,1.863,-0.798,0.067,-0.929,-0.93,-0.794,-0.966,-0.682,-0.735,0.123,-0.845,-0.541,-0.922,1.068,-0.584,1.366,1.329,0.166
"BE039",-0.474,-0.501,-0.657,1.025,0.718,1.528,-0.466,-0.358,-0.875,0.882,0.081,0.056,0.527,0.122,0.616,0.306,0.59,0.769,0.352,-0.776,-0.702,-0.61,-0.558,-0.443,-0.451,-0.894,-0.837,-1.042,-0.78,-0.539,-0.382,-0.341,0.345,0.495,0.841,0.804,1.009,0.442,-0.08,0.244,-0.632,0.045,0.016,0.025,-0.707,-0.728,-0.46,-0.875,-0.94,-1.281,-1.478,-0.343,-0.053,0.229,-0.347,-0.794,0.699,-0.459,0.841,0.944,-0.091,0.191,-1.174,-1.293,-0.356,1.338,-0.149,-0.929,-0.394,-0.62,-0.359,-0.569,0.062,0.286,0.485,0.238,-0.922,0.527,-0.584,0.896,0.427,0.002
"BE040",-0.209,0.01,-0.343,1.314,0.892,0.928,-0.466,0.43,-0.852,0.217,-0.522,-0.054,0.5,0.522,0.334,-0.359,0.712,0.715,0.255,-0.728,-0.547,-0.61,-0.558,-0.443,-0.451,0.037,-0.878,-1.091,-0.78,-0.645,-0.382,-0.341,0.592,0.566,0.722,1.176,1.148,1.177,0.406,0.141,-0.632,0.246,-0.024,0.133,-0.419,-0.573,-0.227,-0.665,-0.95,0.113,-1.478,0.068,-0.264,0.554,-0.006,-0.751,0.565,-0.539,0.902,0.944,-0.539,0.191,-1.104,0.25,0.082,-0.182,-0.211,-0.929,-0.468,-0.619,-0.33,-0.555,-0.281,0.521,0.549,0.079,-0.922,1.088,-0.584,0.533,0.146,0.33
"BE041",-0.074,-0.49,-0.678,-0.378,-0.62,-0.363,2.276,5.059,1.68,-1.022,1.146,-1.747,-1.081,-0.943,-0.91,-0.792,-0.594,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,0.995,-0.396,-0.695,-0.541,-0.645,-0.382,-0.341,-1.674,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-0.537,-1.517,-1.471,-1.311,-1.176,-0.467,-0.66,-0.61,0.859,0.323,5.194,-0.119,-0.863,-0.528,-0.614,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,-0.786,-0.06,-1.25,-1.659,-0.317,-0.929,-1.414,-1.545,-1.354,-1.085,-0.849,-0.8,-1.436,-0.498,-0.922,0.022,-0.584,-0.131,-1.223,-0.819
"BE042",1.827,2.672,-0.842,-0.885,-0.62,-0.363,-0.466,0.967,0.246,-1.022,-1.995,-1.918,-1.081,-0.943,-0.91,-0.792,-1.197,-0.58,-0.441,-0.489,-0.469,-0.162,-0.558,-0.443,-0.451,-0.976,-1.52,-1.091,-0.78,-0.645,-0.382,-0.341,-1.021,-1.237,-0.875,-0.291,-0.446,-0.785,0.439,0.18,-0.341,-1.12,-1.517,-0.951,-1.954,-0.542,0.169,-0.163,-1.12,0.151,0.729,-0.38,-1.007,-1.469,-1.752,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,-1.254,0.044,-0.586,1.447,-0.287,-0.929,-0.591,-1.061,-0.557,-0.485,-0.638,-1.363,-1.203,-0.587,-0.922,-0.359,-0.584,-0.588,-1.223,-0.819
"BE043",1.618,1.284,0.537,-0.652,-0.62,-0.363,-0.466,0.269,-0.556,-1.022,0.009,0.005,0.195,-0.358,0.11,-0.792,-1.33,-0.717,-0.441,-0.728,-0.779,-0.61,-0.558,-0.443,-0.451,-0.456,0.127,-0.002,-0.122,-0.645,-0.382,-0.341,0.907,0.591,-0.875,0.012,0.195,0.089,1.089,1.137,-0.632,-1.357,-1.517,-1.177,-0.398,-0.241,-0.023,-0.966,-0.18,0.449,0.89,-0.599,-0.329,-0.623,-0.397,0.122,0.789,-0.539,0.902,0.944,-1.105,0.191,0.732,0.31,0.52,2.59,-0.159,0.571,1.172,1.355,0.723,0.662,0.926,-0.531,-0.756,-0.378,1.078,-0.496,-0.584,-0.706,-1.223,-0.819
"BE044",-0.79,-0.943,-0.464,-0.68,-0.62,-0.363,-0.466,-1.793,-1.098,-1.022,-1.531,-1.21,-1.005,-0.841,-0.91,-0.792,-1.227,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-0.319,-1.52,-1.091,-0.78,-0.645,-0.382,-0.341,-0.153,-1.237,-0.875,-0.203,-0.936,-0.836,-0.339,-0.391,-0.632,-1.649,-1.517,-1.471,-1.954,-0.065,4.751,2.422,0.27,0.162,0.746,-1.084,-1.007,1.052,-1.752,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,2.048,0.85,-0.665,-0.311,-0.398,0.616,-0.575,-0.182,-0.472,-0.256,2.06,-0.327,-0.12,1.099,-0.922,-0.21,0.662,-0.5,-1.223,-0.819
"BE045",0.37,-0.093,-1.51,-0.885,-0.62,-0.363,-0.466,-0.861,0.081,-1.022,-1.157,-1.27,-1.081,-0.943,-0.91,-0.792,-0.097,-0.717,-0.441,-0.441,-0.779,-0.61,-0.558,-0.443,-0.451,0.092,1.051,0.395,-0.182,-0.645,-0.382,-0.341,-2.342,-1.237,-0.875,0.392,-0.717,-0.836,0.423,1.169,-0.632,-1.649,-1.517,-1.471,2.743,0.771,1.452,2.102,2.36,-1.475,-0.425,-1.084,-1.007,-1.469,0.345,-1.068,-0.488,-0.539,0.475,0.944,-1.105,0.191,0.726,0.375,-0.832,-0.429,-0.419,0.591,0.034,-0.105,-0.737,-0.649,-0.743,0.024,-0.672,2.558,-0.922,0.105,2.531,-0.066,0.364,-0.819
"BE046",0.126,-0.882,-0.057,-0.723,-0.62,-0.363,0.538,-0.827,-0.615,-1.022,-1.111,-0.608,-1.025,-0.868,-0.91,-0.792,-1.258,-0.65,-0.441,-0.728,-0.392,-0.61,-0.558,-0.443,-0.451,1.679,-0.878,-0.893,-0.78,-0.391,-0.382,-0.341,-0.171,-1.237,-0.875,-0.79,-0.55,-0.836,0.424,0.349,-0.632,-0.745,-0.752,-0.91,0.627,0.613,1.901,1.804,1.07,0.343,0.864,-0.727,1.367,-0.089,-0.599,-1.068,-0.723,-0.539,-0.132,-0.384,-1.105,0.191,1.11,0.06,-0.85,-0.437,-0.414,0.233,-0.939,-1.038,-1.103,-0.811,-0.64,-0.319,-0.556,1.069,-0.922,0.279,-0.584,-0.606,0.084,-0.819
"BE047",0.233,-0.085,-1.51,-0.725,-0.62,-0.363,-0.466,-1.166,-0.373,1.26,-0.766,-0.76,-0.887,-0.848,-0.816,-0.62,0.401,0.027,-0.441,-0.728,-0.624,-0.61,-0.558,-0.443,-0.451,-1.003,-1.279,-0.794,-0.481,-0.645,-0.382,-0.341,0.652,-0.777,-0.875,0.043,1.465,-0.483,0.254,0.542,-0.632,0.122,0.679,0.137,1.877,0.5,6.013,3.752,4.05,0.066,0.383,-0.961,1.8,0.403,2.645,-1.068,0.743,-0.539,0.902,0.944,0.847,0.191,0.331,0.77,-0.727,-0.424,-0.415,0.435,0.364,0.2,-0.1,-0.516,-0.721,-0.04,0.532,3.478,-0.922,-0.191,0.662,-0.712,-0.476,-0.819
"BE048",-0.63,-0.9,0.064,-0.79,-0.62,-0.363,-0.466,-1.189,-1.066,-0.902,-1.146,-1.092,-1.044,-0.894,-0.91,-0.792,-1.222,-0.717,-0.441,-0.681,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.4,-0.992,-0.78,-0.645,-0.382,-0.341,-0.556,-1.237,-0.875,1.357,0.465,-0.803,-0.29,-0.736,-0.632,-0.443,-0.141,-0.368,-0.58,-0.208,-0.127,-0.185,0.07,-0.192,0.305,-0.89,-1.007,-0.911,-1.126,0.23,-0.203,-0.539,0.777,0.944,-0.452,0.191,0.944,0.778,-0.777,-0.31,-0.404,0.821,0.772,0.11,0.681,-0.012,-0.043,0.179,1.514,3.568,-0.922,-0.016,1.285,-0.723,-0.632,-0.819
"BE049",0.01,-0.29,0.581,-0.752,-0.62,-0.363,-0.466,-0.249,-0.242,-1.022,-1.623,-1.023,-0.949,-0.943,-0.91,-0.792,0.266,0.156,-0.441,-0.728,-0.779,-0.61,-0.558,-0.443,-0.451,0.31,-1.601,-1.091,-0.78,-0.645,-0.382,-0.341,-1.209,-1.237,-0.875,-2.182,-0.326,-0.836,-1.093,-0.692,-0.632,-0.5,-0.094,-0.389,-0.176,0.779,0.787,0.474,1.03,0.129,0.855,-0.762,-1.007,-0.474,-0.547,0.529,0.326,-0.539,0.902,0.944,-1.105,0.191,-0.743,-0.159,-0.825,-0.216,-0.405,1.226,-0.743,-1.421,-0.937,-1.085,-1.075,0.377,-0.63,-1.255,-0.922,0.288,0.662,-1.017,-1.192,-0.819
"BE050",-0.393,-0.467,-1.51,-0.885,-0.62,-0.363,-0.466,-0.587,-0.373,-1.022,-1.715,-1.615,-1.081,-0.943,-0.91,-0.792,-1.056,-0.717,-0.441,-0.537,-0.779,-0.226,-0.558,-0.443,-0.451,-0.1,1.653,1.435,1.013,-0.645,-0.382,-0.341,-0.299,-1.237,-0.875,0.051,-0.602,-0.836,-0.189,-1.284,-0.632,-1.649,-1.517,-1.471,2.825,0.903,1.375,1.361,1.67,-0.232,0.402,-0.801,-1.007,-0.069,-0.337,0.337,-0.159,-0.539,0.798,0.944,-1.105,0.191,-0.132,0.238,-0.859,-0.453,-0.42,0.351,0.079,-0.191,-0.641,-0.583,-0.923,-0.04,-0.78,2.103,-0.922,0.055,2.531,0.157,0.458,-0.819
"BE051",-1.337,-0.838,-1.51,-0.885,-0.62,-0.363,-0.466,-0.375,0.078,-1.022,-1.579,-1.839,-1.081,-0.943,-0.91,-0.792,NaN,NaN,NaN,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,0.529,-1.239,-1.091,-0.78,-0.645,-0.382,-0.341,-2.208,-1.237,-0.875,-2.182,-1.351,-0.836,-2.206,-1.537,-0.632,-1.649,-1.517,-1.471,0.73,-0.769,0.418,0.354,0.27,0.82,1.017,-0.813,-1.007,-1.469,-1.752,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.922,NaN,0.039,-1.674,-1.223,-0.819
"BE052",-1.008,-1.248,-1.229,0.654,0.608,-0.363,-0.466,-1.216,-1.423,-1.022,-0.911,-0.447,-0.093,-0.262,-0.301,0.297,-1.244,-0.717,-0.441,-0.105,-0.779,-0.482,-0.558,-0.443,-0.451,1.296,0.649,0.642,0.954,0.897,-0.382,-0.341,0.172,-1.096,-0.819,1.067,-1.229,-0.836,-0.52,-0.633,-0.356,-0.452,0.122,-0.205,-0.147,0.292,1.008,0.832,-0.27,0.19,0.823,-0.136,0.475,3.504,3.007,0.035,-1.25,-0.539,-1.66,-1.537,-1.105,0.191,1.546,0.191,-0.861,-0.322,-0.369,0.343,-0.876,-0.841,-0.752,-0.244,0.819,-0.017,-0.471,0.256,-0.922,0.386,-0.584,-2.015,-0.943,-0.819
"BE053",-0.2,-1.609,-1.51,-0.885,-0.62,-0.363,-0.466,-0.765,-0.211,-1.022,-1.16,-0.672,-1.002,-0.943,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-0.237,-1.279,-1.091,-0.78,-0.645,-0.382,-0.341,1.275,-1.133,-0.875,-0.364,-1.015,-0.836,0.508,-1.448,-0.632,-0.012,-0.269,-0.551,1.564,-1.087,2.035,2.672,1.29,0.285,-0.082,-0.907,2.012,-0.089,0.631,0.316,-0.854,-0.539,-0.488,-1.537,-1.105,0.191,2.463,0.773,-0.52,-0.321,-0.408,0.724,-0.382,0.252,0.681,-0.415,-0.402,0.086,1.479,-0.018,-0.922,-0.198,0.039,-0.559,-1.13,-0.819
"BE054",0.087,-0.266,0.063,-0.764,-0.62,-0.363,-0.466,-0.729,-0.188,-0.422,-0.75,-0.926,-0.713,-0.887,-0.814,-0.792,0.342,-0.004,-0.382,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,0.31,-1.641,-0.943,-0.78,-0.645,-0.382,-0.341,-0.664,-0.556,-0.875,0.771,1.48,-0.798,-0.066,-0.67,-0.632,-0.696,-0.374,-0.668,-0.44,0.474,0.767,0.751,0.94,0.106,0.636,-0.99,-1.007,-0.725,-0.351,0.425,0.188,-0.539,0.902,0.944,-0.308,0.191,0.8,0.022,-0.631,-0.301,-0.41,0.805,1.11,0.894,1.573,-0.165,-0.658,0.18,1.54,0.926,-0.922,0.215,2.531,-0.36,-1.192,-0.819
"BE055",0.155,-0.885,-0.079,-0.885,-0.62,-0.363,-0.466,-0.559,-0.311,0.263,-0.833,-0.857,-0.684,-0.668,-0.21,-0.7,-0.588,-0.653,-0.441,-0.489,0.306,-0.61,-0.264,-0.443,-0.451,1.679,-1.279,-0.893,-0.541,-0.645,-0.382,-0.341,-1.428,-1.165,-0.875,-2.182,-1.551,-0.836,-2.057,-1.537,-0.632,-0.942,-0.713,-0.794,1.306,-0.275,0.767,0.594,2.34,-0.626,0.258,-0.774,0.115,0.02,-0.5,4.807,0.315,-0.539,0.902,0.944,0.538,0.191,0.217,0.65,-0.85,-0.301,-0.408,0.376,0.046,0.334,0.259,-0.272,-0.576,-0.083,0.292,-1.255,-0.922,-0.211,1.285,-0.383,-1.223,-0.819
"BE056",0.108,-0.308,0.019,-0.885,-0.62,-0.363,-0.466,-1.246,-0.578,-1.022,-1.394,-0.87,-0.99,-0.82,-0.91,-0.792,-1.33,-0.717,-0.441,-0.633,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.44,-0.695,-0.78,-0.463,-0.382,-0.341,1.236,-1.237,-0.875,-0.099,-1.124,-0.836,-0.388,-1.22,-0.632,-0.028,0.259,-0.537,1.107,0.954,1.966,-0.084,0.72,NaN,NaN,-1.084,-1.007,0.332,-0.385,-1.068,-0.097,-0.539,0.698,0.944,-1.105,0.191,0.313,1.099,-0.431,-0.101,-0.383,0.591,0.888,1.082,0.836,-0.175,-0.568,0.081,1.118,-1.255,-0.922,-0.643,2.531,-0.77,-1.223,-0.819
"BE057",0.735,1.25,-0.739,-0.885,-0.62,-0.363,-0.466,-0.319,2.037,-1.022,-1.28,-0.976,-1.081,-0.943,-0.91,-0.792,0.567,-0.6,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-0.114,-0.646,-0.78,-0.645,-0.382,-0.341,-2.454,-1.237,-0.875,-1.829,-1.473,-0.836,-2.206,-1.537,-0.632,-0.277,0.476,-1.471,2.743,0.562,0.418,1.64,0.27,0.286,0.623,-1.084,-1.007,-1.469,-1.033,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,-1.217,0.046,-0.551,-0.429,-0.407,-0.024,-0.615,-1.075,-0.665,-0.686,-0.937,-0.272,-0.766,-0.085,-0.922,0.262,0.662,-1.545,-1.223,-0.819
"BE058",0.644,0.168,-0.942,-0.885,-0.62,-0.363,-0.466,-0.174,0.196,1.528,-1.611,-1.686,-1.081,-0.943,-0.91,-0.792,0.46,-0.635,-0.441,-0.249,-0.237,-0.61,-0.558,-0.443,-0.451,-0.976,-1.641,-1.091,-0.78,-0.645,-0.382,-0.341,-1.164,-1.146,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-0.056,0.504,-0.626,0.746,0.453,1.824,1.553,1.3,-0.82,0.178,-0.834,-1.007,-0.058,-0.368,0.347,1.378,-0.539,0.902,0.944,1.498,0.191,0.037,0.208,-0.755,-0.409,-0.468,0.435,-0.798,-1.073,-0.969,-0.975,-1.029,-0.211,-0.96,-0.205,-0.922,0.605,-0.584,-0.723,-0.383,-0.819
"BE059",-0.648,-0.263,0.915,0.44,0.969,-0.363,-0.466,-1.331,-1.269,0.745,0.203,0.315,0.413,0.32,0.577,0.807,1.072,1.565,1.587,-0.824,-0.624,-0.61,-0.558,-0.443,-0.451,-1.003,0.649,0.84,0.894,-0.645,-0.382,-0.341,1.149,-0.211,0.046,0.249,1.514,0.938,-0.044,0.563,-0.632,0.564,-1.517,-0.121,-0.925,0.63,0.161,-0.015,-0.78,0.735,1.017,-0.29,-0.06,-0.504,-1.137,-0.628,0.012,-0.16,0.902,0.944,1.357,0.191,-0.455,0.371,0.118,-0.199,-0.353,0.135,-0.05,-0.374,-0.018,-0.142,0.039,-0.127,-0.223,1.799,-0.922,0.393,2.531,1.659,-0.694,0.678
